"analysisId","analysisDescription","outcomeId","outcomeName","comparatorId","comparatorName","targetId","targetName","rr","ci95lb","ci95ub","p","target","comparator","targetDays","comparatorDays","eventsTarget","eventsComparator","logRr","seLogRr","llr"
2,"OT - PS stratification",40443308,"Polycystic ovary syndrome",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",1792364,"[GDE2025_Antiplatelet] Secondary outcome - All cause mortality",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",61712738928031.3,0.129893927531359,NA,NA,819,16,229807,6697,14,0,31.7535114911371,NA,0.27175019596298
2,"OT - PS stratification",81878,"Benign paroxysmal positional vertigo",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,229710,6697,2,0,NA,NA,NA
2,"OT - PS stratification",374366,"Sensorineural hearing loss",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,227573,6697,3,0,NA,NA,NA
2,"OT - PS stratification",4280571,"Acute pyelonephritis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",107328408353946,0.0431594404825237,NA,NA,819,16,229092,6697,5,0,32.306914486851,NA,0.110285038721205
2,"OT - PS stratification",1792366,"[GDE2025_Antiplatelet] Secondary outcome - NACE",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",0.380673677109538,0.140581148114588,1.5621400194425,0.11590260776723,819,16,221398,4251,57,3,-0.965812761379161,0.614303910124479,1.00881709733147
2,"OT - PS stratification",72418,"Scoliosis deformity of spine",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",4092565,"Uterine prolapse",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",4339088,"Testicular mass",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",4142905,"Fracture of rib",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,229474,6697,2,0,NA,NA,NA
2,"OT - PS stratification",4028970,"Tracheobronchitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",4047787,"Colles' fracture",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",4172458,"Candidiasis of skin",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",434626,"Borderline personality disorder",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",4049417,"Vesicular eczema",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",134619,"Toxic nodular goiter",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",195212,"Hypercortisolism",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",377535,"Sleep walking disorder",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",73300,"Radial styloid tenosynovitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",4153877,"Post-traumatic wound infection",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",80509,"Bone cyst",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",435093,"Closed fracture of femur",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",632234853884228,0.0270335241286849,NA,NA,819,16,229954,6697,2,0,34.0802820452948,NA,0.0937807377524322
2,"OT - PS stratification",42873169,"Sprain of shoulder rotator cuff",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",4207307,"Infective meningitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,229359,6697,2,0,NA,NA,NA
2,"OT - PS stratification",4114197,"Tumor of hypothalamus",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",74586047118427.8,0.0325511530132877,NA,NA,819,16,229181,6697,4,0,31.9429745696989,NA,0.0795767597946231
2,"OT - PS stratification",444367,"Cholelithiasis without obstruction",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",198075,"Condyloma acuminatum of the anogenital region",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",4135082,"Dislocation of distal radioulnar joint",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",4239381,"Psychoactive substance abuse",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",261880,"Atelectasis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",114064145501677,0.0228879070218864,NA,NA,819,16,229559,6697,3,0,32.3677820859174,NA,0.0597776577121394
2,"OT - PS stratification",199074,"Acute pancreatitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,229968,6697,3,0,NA,NA,NA
2,"OT - PS stratification",4068482,"Prolapsed lumbar intervertebral disc",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",143148061670247,0.113710390455537,NA,NA,819,16,228209,6697,11,0,32.5949006068309,NA,0.285454169559415
2,"OT - PS stratification",440424,"Aphasia",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",4150372,"Acute otitis media",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,229775,6697,1,0,NA,NA,NA
2,"OT - PS stratification",1792370,"[GDE2025_Antiplatelet] Secondary outcome - AMI",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",0.264323320574909,0.0794419242844285,1.63696130665786,0.0847255895838114,819,16,223829,6571,28,2,-1.3305822260207,0.771843442445152,1.1522418018958
2,"OT - PS stratification",198202,"Cystocele",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA
2,"OT - PS stratification",75576,"Irritable bowel syndrome",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,228614,6697,5,0,NA,NA,NA
2,"OT - PS stratification",4215978,"Onychomycosis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",103377211751995,0.0397937956161968,NA,NA,819,16,226915,6697,5,0,32.2694056644679,NA,0.0998566387987871
2,"OT - PS stratification",140168,"Psoriasis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,229218,6697,3,0,NA,NA,NA
2,"OT - PS stratification",253796,"Pneumothorax",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,819,16,230076,6697,1,0,NA,NA,NA
3,"ITT(1mo) - PS matching",134619,"Toxic nodular goiter",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",377535,"Sleep walking disorder",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",1792374,"[GDE2025_Antiplatelet] Secondary outcome - GI bleeding",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",380839,"Tuberous sclerosis syndrome",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",72418,"Scoliosis deformity of spine",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",1792365,"[GDE2025_Antiplatelet] Secondary outcome - Cardiovascular mortality",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",194997,"Prostatitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",30234,"Neck sprain",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",74189,"Sprain of cruciate ligament of knee",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",199861,"Perianal abscess",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",198202,"Cystocele",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",440129,"Hypertrophy of nasal turbinates",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",139902,"Allergic urticaria",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",135215,"Hashimoto thyroiditis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",77965,"Acquired trigger finger",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",75576,"Irritable bowel syndrome",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",4172458,"Candidiasis of skin",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",81336,"Rectal prolapse",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",72576,"Benign tumor of breast",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",380395,"Retinal dystrophy",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",376707,"Acute conjunctivitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",4047787,"Colles' fracture",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",376938,"Neurofibromatosis syndrome",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",261880,"Atelectasis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",440814,"Torticollis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",374366,"Sensorineural hearing loss",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",201792,"Nongonococcal urethritis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",4049417,"Vesicular eczema",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",4215978,"Onychomycosis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",433527,"Endometriosis (clinical)",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",436675,"Anorexia nervosa",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",261326,"Viral pneumonia",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",433440,"Dysthymia",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",1792369,"[GDE2025_Antiplatelet] Secondary outcome - Ischemic event",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",433450,"Paranoid schizophrenia",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",4164337,"Polyp of large intestine",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",374655,"Mastoiditis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",140168,"Psoriasis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",373478,"Presbyopia",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",444367,"Cholelithiasis without obstruction",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",4223947,"Viral hepatitis, type A",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",4171915,"Orchitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",381444,"Contusion of eye",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",74855,"Genital herpes simplex",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",141933,"Alopecia areata",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",376132,"Ectropion",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",4079750,"Osteoarthritis of knee",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",4001458,"Fatigue fracture of vertebra",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",133228,"Dental caries",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",440424,"Aphasia",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
3,"ITT(1mo) - PS matching",4068482,"Prolapsed lumbar intervertebral disc",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
